occurrenceID,measurementType,measurementUnit,measurementValue,measurementTypeID,measurementUnitID,measurementValueID
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,sampleAccessionNumber,,SAMEA10020986,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,NCBIID,,1311801,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,NCBIScientificName,,Placorhynchus,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,NCBITaxonRank,,genus,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1362,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,sampleAccessionNumber,,SAMEA10020986,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,NCBIID,,6681,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,NCBIScientificName,,Malacostraca,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,NCBITaxonRank,,class,,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,fieldReplicateID,,no replicate,http://vocab.nerc.ac.uk/collection/P01/current/IDSPRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1361,technicalReplicateID,,,http://vocab.nerc.ac.uk/collection/P01/current/IDTCRE01,,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,submergedTime,day,161,http://vocab.nerc.ac.uk/collection/P01/current/AZDRZZ01/,https://vocab.nerc.ac.uk/collection/P06/current/UTAA/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,preservativeUsed,,DMSO,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100004/,,https://pubchem.ncbi.nlm.nih.gov/compound/679
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,lowerLimitFilterSize,micrometer,100,http://vocab.nerc.ac.uk/collection/Q01/current/Q0100011/,https://vocab.nerc.ac.uk/collection/P06/current/UMIC/,
ARMS_BelgiumCoast_AZBE1_20190924_20200303_MF100_r1:Otu1360,sampleAccessionNumber,,SAMEA10020986,,,
